task,method,optimizer,parameter,parameter_value,metric,n_valid_pairs,median_paired_difference,ci95_lo,ci95_hi,bootstrap_seed,bootstrap_resamples,sampling_unit
Single,FE,L-BFGS-B,alpha_factor,3.0,delta_relative_gradient_l2,1,-2.3552547268588724e-05,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,3.0,delta_objective_n_m,1,-4.146361457950387e-06,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,3.0,delta_surrogate_residual_n,1,-1.1883954804274575e-06,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,3.0,delta_command_cosine_to_fixed_GFE,1,-6.9896704280036914e-06,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,3.0,delta_field_cosine_to_fixed_GFE,1,-4.097385876700166e-06,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,3.0,delta_worst_displacement_a,1,-0.04131967405860447,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,3.0,delta_minimum_stiffness_n_m,1,-9.27163837353192e-06,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,3.0,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,10.0,delta_solve_wall_s,1,0.014952400015317835,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,10.0,delta_iterations,1,85.0,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,10.0,delta_evaluations,1,95.0,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,10.0,delta_terminal_gradient_l2,1,1.3601295282464552e-08,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,10.0,delta_terminal_gradient_inf,1,6.673197700213042e-10,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,10.0,delta_relative_gradient_l2,1,3.0861063321827235e-05,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,10.0,delta_objective_n_m,1,8.669622838290703e-06,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,10.0,delta_surrogate_residual_n,1,-1.4477014701766891e-06,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,10.0,delta_command_cosine_to_fixed_GFE,1,-0.000141520181164978,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,10.0,delta_field_cosine_to_fixed_GFE,1,-8.278477453782518e-05,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,10.0,delta_worst_displacement_a,1,0.14464902774473287,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,10.0,delta_minimum_stiffness_n_m,1,-0.00018348015950672356,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,10.0,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,30.0,delta_solve_wall_s,1,0.03816670000378508,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,30.0,delta_iterations,1,193.0,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,30.0,delta_evaluations,1,366.0,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,30.0,delta_terminal_gradient_l2,1,0.0014812134251403724,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,30.0,delta_terminal_gradient_inf,1,0.00016553868099547964,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,30.0,delta_relative_gradient_l2,1,3.3067242344653343,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,30.0,delta_objective_n_m,1,0.0007246796650895379,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,30.0,delta_surrogate_residual_n,1,-1.5011683491167662e-06,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,30.0,delta_command_cosine_to_fixed_GFE,1,-0.9883550121707323,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,30.0,delta_field_cosine_to_fixed_GFE,1,-0.9935771573449032,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,30.0,delta_worst_displacement_a,1,0.18196373586885667,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,30.0,delta_minimum_stiffness_n_m,1,-0.00018880132238804914,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,30.0,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,100.0,delta_solve_wall_s,1,0.03960750001715496,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,100.0,delta_iterations,1,209.0,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,100.0,delta_evaluations,1,427.0,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,100.0,delta_terminal_gradient_l2,1,0.0052459419650232675,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,100.0,delta_terminal_gradient_inf,1,0.0006310948739573618,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,100.0,delta_relative_gradient_l2,1,10.346001819106982,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,100.0,delta_objective_n_m,1,0.0030349987581976476,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,100.0,delta_surrogate_residual_n,1,-1.5011683491170654e-06,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,100.0,delta_command_cosine_to_fixed_GFE,1,-0.9579764858120674,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,100.0,delta_field_cosine_to_fixed_GFE,1,-0.9557969834566948,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,100.0,delta_worst_displacement_a,1,0.13935017516673606,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,100.0,delta_minimum_stiffness_n_m,1,-0.0002883283969961508,,,20260908,10000,paired seed; targets nested inside command
Single,FE,L-BFGS-B,alpha_factor,100.0,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.01,delta_solve_wall_s,1,0.0004648000031011179,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.01,delta_iterations,1,1.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.01,delta_evaluations,1,3.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.01,delta_terminal_gradient_l2,1,-5.607248740558532e-09,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.01,delta_terminal_gradient_inf,1,-4.514731560602011e-10,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.01,delta_relative_gradient_l2,1,-1.2337440788976717e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.01,delta_objective_n_m,1,-1.504317158787516e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.01,delta_surrogate_residual_n,1,3.6686200639202534e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.01,delta_command_cosine_to_fixed_GFE,1,-1.7147872719558421e-06,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.01,delta_field_cosine_to_fixed_GFE,1,-1.005617581761875e-06,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.01,delta_worst_displacement_a,1,0.02813411548595606,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.01,delta_minimum_stiffness_n_m,1,-9.876565222988014e-06,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.01,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.03,delta_solve_wall_s,1,0.0025708000030135736,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.03,delta_iterations,1,3.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.03,delta_evaluations,1,4.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.03,delta_terminal_gradient_l2,1,-2.6994014565452697e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.03,delta_terminal_gradient_inf,1,-5.197479783093397e-09,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.03,delta_relative_gradient_l2,1,-5.9170888545149626e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.03,delta_objective_n_m,1,-1.4735675404012327e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.03,delta_surrogate_residual_n,1,3.5944982016231755e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.03,delta_command_cosine_to_fixed_GFE,1,-1.646097649854461e-06,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.03,delta_field_cosine_to_fixed_GFE,1,-9.653739498904912e-07,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.03,delta_worst_displacement_a,1,0.027598727374144212,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.03,delta_minimum_stiffness_n_m,1,-9.068055712553591e-06,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.03,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.1,delta_solve_wall_s,1,-0.00010849999671336263,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.1,delta_iterations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.1,delta_evaluations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.1,delta_terminal_gradient_l2,1,-1.3182875141342015e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.1,delta_terminal_gradient_inf,1,-4.039632462633668e-10,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.1,delta_relative_gradient_l2,1,-2.892379303243801e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.1,delta_objective_n_m,1,-1.3660603624718326e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.1,delta_surrogate_residual_n,1,3.3346408928444206e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.1,delta_command_cosine_to_fixed_GFE,1,-1.4164832218277468e-06,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.1,delta_field_cosine_to_fixed_GFE,1,-8.307269160345854e-07,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.1,delta_worst_displacement_a,1,0.025883436133801625,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.1,delta_minimum_stiffness_n_m,1,-6.331727818213728e-06,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.1,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.3,delta_solve_wall_s,1,0.00014080000983085483,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.3,delta_iterations,1,2.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.3,delta_evaluations,1,2.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.3,delta_terminal_gradient_l2,1,-1.900045772165266e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.3,delta_terminal_gradient_inf,1,2.1002172517458163e-09,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.3,delta_relative_gradient_l2,1,-4.165979395252691e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.3,delta_objective_n_m,1,-1.0598975414305434e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.3,delta_surrogate_residual_n,1,2.594424273872646e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.3,delta_command_cosine_to_fixed_GFE,1,-8.580552957049292e-07,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.3,delta_field_cosine_to_fixed_GFE,1,-5.030498858582533e-07,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.3,delta_worst_displacement_a,1,0.020370952279271083,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.3,delta_minimum_stiffness_n_m,1,-1.476327918246978e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,0.3,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,1.0,delta_solve_wall_s,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,1.0,delta_iterations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,1.0,delta_evaluations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,1.0,delta_terminal_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,1.0,delta_terminal_gradient_inf,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,1.0,delta_relative_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,1.0,delta_objective_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,1.0,delta_surrogate_residual_n,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,1.0,delta_command_cosine_to_fixed_GFE,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,1.0,delta_field_cosine_to_fixed_GFE,1,-6.661338147750939e-16,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,1.0,delta_worst_displacement_a,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,1.0,delta_minimum_stiffness_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,1.0,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,3.0,delta_solve_wall_s,1,-0.0002781999937724322,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,3.0,delta_iterations,1,3.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,3.0,delta_evaluations,1,3.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,alpha_factor,3.0,delta_terminal_gradient_l2,1,-1.8447912974830564e-08,,,20260908,10000,paired seed; targets nested inside command
